                                                  

       SCF,CCSD
   -40.20119591,   -40.57444270
   -40.18813669,   -40.54913793
   -40.13765779,   -40.48674126
   -40.03658706,   -40.40129165
   -40.04066342,   -40.38217720
   -39.99836178,   -40.32399929
   -39.57276404,   -39.87037214
   -39.38621569,   -39.67325105
   -39.53949731,   -39.84080452
   -39.11744016,   -39.39472438
   -38.83161424,   -39.10213949
   -36.53272210,   -36.76632435
   -33.69062513,   -33.87665262
   -30.28335977,   -30.41052508
   -21.16517735,   -21.24265957
   -15.65801180,   -15.70820253
   -39.74392265,   -40.04802547
                                                  
